school,n_block_groups,total_pop,Particulate Matter Summary Index_pct_usa,Ozone Summary Index_pct_usa,Diesel Particulate Matter Summary Index_pct_usa,Nitrogen Dioxide (NO2) Summary Index_pct_usa,Toxic Releases to Air Summary Index_pct_usa,Traffic Proximity and Volume Summary Index_pct_usa,Lead Paint Summary Index_pct_usa,Superfund Proximity Summary Index_pct_usa,RMP Proximity Summary Index_pct_usa,Hazardous Waste Proximity Summary Index_pct_usa,Underground Storage Tanks Summary Index_pct_usa,Wastewater Discharge Summary Index_pct_usa,Drinking Water Non-Compliance Summary Index_pct_usa,Particulate Matter Summary Index_pct_state,Ozone Summary Index_pct_state,Diesel Particulate Matter Summary Index_pct_state,Nitrogen Dioxide (NO2) Summary Index_pct_state,Toxic Releases to Air Summary Index_pct_state,Traffic Proximity and Volume Summary Index_pct_state,Lead Paint Summary Index_pct_state,Superfund Proximity Summary Index_pct_state,RMP Proximity Summary Index_pct_state,Hazardous Waste Proximity Summary Index_pct_state,Underground Storage Tanks Summary Index_pct_state,Wastewater Discharge Summary Index_pct_state,Drinking Water Non-Compliance Summary Index_pct_state,Location,year_founded
Kentucky State University,12,14331,54.15986323354965,46.323773637568905,45.40834554462354,45.10166771334868,18.132789058683972,33.461586769939295,73.46786686204732,0,42.797292582513435,47.39557602400391,61.15037331658642,74.68229711813551,0,71.4687739864629,66.1057846626195,64.3938315539739,63.39899518526272,28.140115832809993,51.793873421254624,82.00914102295722,0,60.59346870420766,65.69953248203196,74.43137254901961,83.99546437792199,0,"Frankfort, KY",1890
Lane College,15,15981,15,17.929541330329766,38.803328953131846,54.572242037419436,31.27551467367499,37.71753957824917,68.12283336462049,77.9431199549465,83.62349039484388,49.17401914773794,68.92146924472812,53.11225830673925,0,29.002127526437643,34.344033539828544,68.55378261685752,81.1287779237845,57.573806395094174,67.37563356485828,85.70020649521307,93.2473562355297,92.70083223828296,78.29453726299981,88.00506851886615,79.91001814654902,0,"Jackson, TN",1882
Langston University,2,3470,75,59,10.497982708933717,20.485878962536024,8.497982708933717,6.004034582132565,54.50201729106628,0,14.056484149855908,18.50201729106628,31,61.51008645533141,39.15734870317003,81.49394812680116,72.48991354466858,12.493948126801152,28.47377521613833,10.995965417867435,7.004034582132565,63.99193083573487,0,19.07665706051873,24.49798270893372,41.99193083573487,72.49798270893372,43.17348703170029,"Langston, OK",1897
Lawson State Community College,12,10428,86.11181434599156,45.03624856156502,63.87677406981204,44.82192174913694,88.57479861910241,59.782220943613346,62.754986574606825,2.276946682009973,89.55341388569236,61.06645569620253,52.839566551591865,74.62015726889145,0,92.1547756041427,70.45166858457998,83.22286152665899,68.23350594553126,92.0831415420023,80.80974299961642,75.85280015343307,2.886843114691216,90.77013808975835,81.39010356731876,71.06894898350595,87.65132336018412,0,"Birmingham, AL",1949
Lincoln University -Missouri,15,14579,28.76911996707593,24.055147815350846,37.339529460182455,55.55216407160985,91.69668701557035,47.49468413471431,65.49406680842307,0,9.797242609232457,52.24494135400233,67.41402016599218,32.885520268879894,0,36.48830509637149,30.530420467796144,47.46100555593662,62.0579600795665,85.88764661499417,58.70409493106523,67.97901090609781,0,12.860004115508609,63.02654503052336,70.41402016599218,41.65484601138624,0,"Jefferson City, MO",1866
Lincoln University -Pennsylvania,4,6597,32.47233591026224,47,42.38699408822192,32.263907836895555,68.1418826739427,22.228134000303168,27.24996210398666,10.748522055479764,56.08049113233288,12.359102622404123,10.443231772017583,28.760345611641654,0,26.774897680763985,38.138547824768835,35.76140670001516,27.239805972411702,53.794300439593755,17.179475519175384,23.170683644080643,12.068515992117629,47.15097771714416,11.887373048355313,10.16840988328028,23.04532363195392,0,"Lincoln University, PA",1854
Medgar Evers College,142,207712,43.739442112155295,70.24170486057618,98.11135129409952,97.48879217377907,42.817574333692804,89.44104336773995,89.11021510553074,91.39145066245571,1.3889134956093052,94.00375038514866,93.18531909567093,79.06118086581421,93,44.02286338776768,66.80806597596673,79.96138403173624,78.44517408719766,43.77662821599137,76.47010283469419,72.5805875442921,80.15425204128793,1.2087120628562624,78.1520181790171,75.75236384994608,70.42683138191342,84.86572273147435,"Brooklyn, NY",1970
Miles College,20,20774,85.929142196977,45.93929912390488,66.20491961105228,59.897853085587755,87.76186579378069,61.761047463175125,79.51131221719457,9.424328487532492,83.48445171849427,64.61379609126793,72.22427072301916,80.70496774814673,0,89.00067391932222,63.500048137094446,79.46057571964957,73.60744199480119,89.08597285067873,76.5451525945894,83.54534514296716,12.846442668720517,85.69437758736882,78.2507461249639,78.02132473283912,86.41999614903244,0,"Fairfield, AL",1898
Mississippi Valley State University,3,3908,65,14,15.411719549641761,33.80296827021495,20.72978505629478,10.734646878198568,38.65455475946776,0,43.546315250767655,0,54.755117707267146,19.10926305015353,0,84.42630501535312,22.16095189355169,25.25460593654043,52.057574206755376,33.52098259979529,16.630245649948822,56.881780962128964,0,64.86821903787103,0,71.75997952917093,31.009723643807575,0,"Itta Bena, MS",1950
Morehouse College,32,31924,82.90627740884601,36.29322766570605,85.70288810925949,83.92406966545546,45.88441298082947,92.28539656684626,55.50040721714071,81.22804159879715,93.81214760055131,66.38065405337677,79.97954516977822,76.8904272647538,0,89.14575241197845,57.25416614459341,89.56233554692395,87.71638892369377,67.01130810675355,91.16078812178925,67.04144217516603,89.25012529758176,90.31681493547174,82.01453451948377,84.96112642525999,86.48925573236437,0,"Atlanta, GA",1867
Morgan State University,37,42858,18.408115171029912,61.848709692472816,73.73489196882728,74.82437351252975,48.981403705259225,78.45058098838024,91.57352186289607,76.21727565448691,90.88081571701899,89.63740725185497,56.5944981100378,88.56101544635774,0,23.07354519576275,69.0640720518923,76.33400998646694,75.24373512529749,56.75463157403519,78.64240048532362,82.15306360539456,80.02398618694293,81.87257921508237,83.23295534089318,58.98586028279434,80.91212842409819,0,"Baltimore, MD",1867
Morris College,12,15361,26.699303430766225,5.718247509927739,40.86641494694356,32.3096803593516,43.14771173751709,40.095436495019854,58.451207603671634,0,66.49573595469045,54.742985482715966,86.93157997526203,65.93639736996289,0,42.046286049085346,8.553479591172449,62.415923442484214,50.762775860946554,64.49436885619426,62.185209296269775,74.31846884968427,0,80.5256168218215,75.46253499121151,89.15454722999804,75.20903587006055,0,"Sumter, SC",1908
Norfolk State University,23,22836,13,18.305176037834997,81.49224908039938,78.25840777719391,67.96768260641093,82.66303205465056,55.00153266771764,93.10400245226835,56.98471711332983,76.33250131371518,62.44464880014013,56.76786652653705,0,22.906507269224033,31.17113329830093,88.20892450516727,85.86657032755299,82.20432650201437,88.44548081975827,69.93742336661411,92.00569276580838,75.34231038710807,86.11678928008408,70.26988088982309,76.5263618847434,0,"Norfolk, VA",1935
North Carolina A&T State University,18,24973,24.311416329636007,23.45413046089777,52.69543106555079,54.42770191807152,91.83490169382934,74.69631201697834,63.03131381892444,0,50.66732070636287,71.41757097665479,87.77323509390142,76.12149121050734,0,40.56404917310696,39.87082048612501,76.64137268249709,76.08621311015897,93.67160533376047,88.86481399911905,78.14351499619589,0,72.7843270732391,86.96700436471389,91.18315781043528,89.19697273054899,0,"Greensboro, NC",1891
North Carolina Central University,14,21779,25,12.8867257449837,49.96303778869553,39.465815694017174,46.203223288488914,72.15193535056706,63.219201983562144,0,68.33601175444235,70.69539464621883,85.67950778272647,56.580972496441525,0,37.09770880205703,18.79429725882731,67.29197851141008,54.2790302585059,62.9496762936774,81.12277882363745,70.42949630377888,0,76.43656733550668,80.14564488727673,84.93640663024014,71.44565866201387,0,"Durham, NC",1909
