school,n_block_groups,total_pop,Particulate Matter Summary Index_pct_usa,Ozone Summary Index_pct_usa,Diesel Particulate Matter Summary Index_pct_usa,Nitrogen Dioxide (NO2) Summary Index_pct_usa,Toxic Releases to Air Summary Index_pct_usa,Traffic Proximity and Volume Summary Index_pct_usa,Lead Paint Summary Index_pct_usa,Superfund Proximity Summary Index_pct_usa,RMP Proximity Summary Index_pct_usa,Hazardous Waste Proximity Summary Index_pct_usa,Underground Storage Tanks Summary Index_pct_usa,Wastewater Discharge Summary Index_pct_usa,Drinking Water Non-Compliance Summary Index_pct_usa,Particulate Matter Summary Index_pct_state,Ozone Summary Index_pct_state,Diesel Particulate Matter Summary Index_pct_state,Nitrogen Dioxide (NO2) Summary Index_pct_state,Toxic Releases to Air Summary Index_pct_state,Traffic Proximity and Volume Summary Index_pct_state,Lead Paint Summary Index_pct_state,Superfund Proximity Summary Index_pct_state,RMP Proximity Summary Index_pct_state,Hazardous Waste Proximity Summary Index_pct_state,Underground Storage Tanks Summary Index_pct_state,Wastewater Discharge Summary Index_pct_state,Drinking Water Non-Compliance Summary Index_pct_state,Location,year_founded
University of Mississippi,9,13848,50.850231080300404,7.263431542461006,21.21158290005777,32.108030040439054,7.6296216060080875,38.90792894280762,13.557770075101098,0,0,55.955950317735415,78.95587810514154,21.144280762564993,0,51.458477758521084,6.9586221837088384,21.71317157712305,35.64132004621606,7.886626227614096,42.44446851530907,12.934864240323513,0,0,57.71548238012709,70.9441074523397,22.397313691507797,0,"Oxford, MS",1848
Mississippi State University,7,16170,69.02541743970315,5.363821892393321,23.78534322820037,22.29486703772418,64.31317254174397,35.217377860235004,27.96734693877551,0,2.9437847866419293,61.61286332714904,67.69901051329623,35.03772418058132,18.218367346938777,72.14100185528757,6.087816944959802,28.906555349412493,27.181385281385282,69.33636363636364,42.907544836116266,32.55182436611008,0,4.655287569573284,67.19059987631417,68.5452071737786,41.458379715522575,21.343413729128017,"Starkville, MS",1878
University of Southern Mississippi,20,24298,82.77125689357149,5.650588525804593,34.03345954399539,59.16997283727056,77.88604000329245,49.22973084204461,33.88180097127336,78.48312618322495,95.05457239278952,26.300189315993087,81.49913573133591,34.00473289982715,5.81283542039356,88.04103218371883,7.560910362992839,50.92283315499218,73.1497242571405,84.19339040250226,67.64836612066837,42.606346201333444,86.56547864021731,89.55045682772244,39.766441682443,84.71318627047494,47.96407111696436,6.613416815742397,"Hattiesburg, MS",1910
Delta State University,9,11784,67.3116938221317,28.417090970807877,20.387898845892735,35.10514256619145,93.24329599456891,26.65478615071283,44.25551595383571,0,0,31.674728445349626,57.45349626612356,50.894857433808554,77.56754921928038,79.4501018329939,43.94407671418873,31.059232858112694,53.16912763068567,88.93720298710116,42.41776985743381,52.71461303462322,0,0,49.053038017651055,64.30422606924644,67.94628309572302,88.88119484046165,"Cleveland, MS",1924
University of Missouri,23,27966,32.90935421583351,31.909354215833513,49.812951441035544,63.913108774941,46.677858828577556,59.342022455839235,46.667810913251806,0,64.88986626618036,61.78137738682686,62.181220052921404,73.14635628978044,0,39.48955874991061,38.93413430594293,58.48129871987413,66.89322749052421,54.28924408209969,65.34127154401773,52.28827862404348,0,68.14950296788957,66.77268826432096,63.112994350282484,72.83876850461274,0,"Columbia, MO",1839
Missouri State University,25,27378,43.082913288041496,18.061107458543358,44.444517495799545,59.853605084374315,56.558514135437214,60.396888012272626,61.909197165607424,56.21246986631602,90.90897801154212,71.10029951055593,73.64533567097669,66.58919570458032,0,53.217912192271164,23.314376506684198,56.98013003141208,68.15384615384616,65.21652421652422,69.86397837679888,64.11819709255607,68.75253853458982,83.06180144641684,76.07538899846593,74.93845423332603,72.66389071517277,0,"Springfield, MO",1905
University of North Carolina at Chapel Hill,16,26211,23.62981191102972,11.077906222578306,43.457517836023044,35.794017778795165,35.417382015184465,52.3571019800847,47.304910152226164,0,0,49.67418259509366,57.11048796306894,8.887680744725497,0,25.7677692571821,10.861546678875282,48.186601045362636,40.16824997138606,37.9439548281256,56.3081912174278,46.15741482583648,0,0,53.41715310365877,49.901491740109115,8.77070695509519,0,"Chapel Hill, NC",1789
North Carolina State University,22,30290,28,16.66236381644107,55.496830637173986,68.55615714757346,46.67801254539452,79.17164080554639,30.754308352591615,73.4855727963024,18.225024760647077,67.93578738857708,68.82169032684054,61.84394189501486,0,28.35321888412017,16.119115219544405,52.664443710795645,58.94843182568504,44.99633542423242,66.028161109277,32.733245295477055,73.07140970617365,19.930207989435456,59.95807197094751,54.062793000990425,55.09095411026742,0,"Raleigh, NC",1887
East Carolina University,20,22637,5,10.474179440738613,35.45337279674869,68.17259354154703,38.69775146883421,58.98648230772629,48.59385077527941,0,0,46.23868003710739,93.9287891505058,17.38525422980077,0,6.720501833281795,13.53275610725803,46.511331006758844,71.32376198259486,49.378672085523704,67.53770375933206,56.04108318240049,0,0,57.63387374652118,82.3772584706454,23.221584132172993,0,"Greenville, NC",1907
Appalachian State University,9,24000,3.695125,12.723416666666667,7.314,37.879625,16.596541666666667,37.42391666666666,33.58241666666667,0,0,0,85.23545833333333,31.362,7.810083333333333,4.695,15.805,8.466583333333332,47.35904166666667,21.3105,49.1705,41.34191666666667,0,0,0,81.02625,40.672291666666666,8.126708333333333,"Boone, NC",1899
University of North Carolina at Charlotte,14,23817,46.52412142587227,32.5461225175295,60.81194105051014,42.08040475290759,81.44783138094638,69.14099172859721,3.896292564134862,0,61.36461351135743,59.759373556703196,68.80614686988285,24.065247512281143,0,41.757610110425325,29.654910358147543,54.57055884452282,39.12617038249989,66.16714951505227,60.340639039341646,4.357643699878238,0,54.587059663265734,53.09992862241256,55.61162195070748,21.9746399630516,0,"Charlotte, NC",1946
University of North Carolina at Wilmington,17,21493,2,13.173684455404086,29.02940492253292,30.35909365840041,72.00916577490345,60.91862466849672,33.68989903689573,64.10710463871958,68.65309635695343,55.67012515702787,72.62759968361792,67.10324291629833,78,2.4648955473875214,14.718140790024659,35.7094402828828,37.147722514306984,72.90792350998,66.57302377518262,34.22156050807239,73.69306285767459,69.74661517703439,62.31977853254548,68.74279998138928,69.30265667891872,84.15074675475736,"Wilmington, NC",1947
University of Oklahoma,25,29895,85,51.96812175949155,72.4773373473825,79.21963539053354,15.152968723866868,41.990232480347885,45.924000669008194,0,70.90516808830908,36.881886603110885,61.189295868874396,22.109048335842115,0,75.79892958688744,56.70316106372303,69.68840943301555,72.34239839438033,17.313664492390032,48.290015052684396,46.49252383341696,0,68.17424318447901,42.6680715838769,63.82197691921726,25.605117912694432,0,"Norman, OK",1890
Oklahoma State University,19,24111,76,49.70084193936378,45.0160507652109,56.515698229024096,7.800505993115175,30.743643979926176,49.05910165484634,0,34.319895483389324,62.816639708017085,63.92007797270955,75.65302144249513,98,81.31330098295383,63.9337646717266,58.22736510306499,67.68296628095061,10.462195678321098,42.9036954087346,55.58558334370205,0,47.34021815768736,73.64451909916636,71.250881340467,80.88382895773714,91.83401766828419,"Stillwater, OK",1890
University of South Carolina,16,23988,41.54489744872436,7.478655994663999,73.4712356178089,72.71535767883942,77.52101050525263,68.50104218776055,66.13598465899616,72.5459396364849,89.83420877105219,62.72248624312156,82.43855260963815,62.32724695681174,0,50.45439386359847,8.562239453059863,76.94693179923296,74.86334834083709,78.19705686176421,74.15061697515425,68.54531432382858,77.90799566449891,82.31870101717526,70.10275971318993,77.94918292479574,68.87806403201601,0,"Columbia, SC",1801
Clemson University,11,21443,44.07941985729609,20.40204262463275,45.433334887842186,27.15091171944224,49.060672480529774,37.62570535839202,37.92132630695332,95.48020332975797,13.701860747096955,38.511448957701816,54.771440563354005,38.02275800960687,69.3753672527165,45.05143869794338,20.87207946649256,48.510796063983584,28.13085855523947,50.86046728536119,40.83285920813319,39.70064823019167,82.63423961199459,17.622347619269693,41.91106654852399,53.92361143496712,40.22725364920953,73.10959287413142,"Clemson, SC",1889
Winthrop University,18,19490,31.90395074397127,16.927244740892764,54.855361723961,41.84915341200616,86.11359671626475,45.23206772703951,58.75546434068753,70.65500256541816,64.1875833760903,58.75264238070805,87.82165212929708,74.32329399692149,0,49.899743458183686,27.139712673165725,76.47716777834788,62.76295536172396,90.95931246793228,68.08373524884556,71.13370959466393,86.75987685992817,80.16567470497691,78.46326321190354,89.46885582349923,86.98794253463315,0,"Rock Hill, SC",1886
College of Charleston,23,24654,25.310700089235013,11.056015251074877,60.292974770828266,61.426462237365136,87.64245152916362,64.07057678267218,73.16841080554879,81.23902814959033,34.03508558448933,54.8802628376734,73.4323841972905,86.83219761499149,0,26.34858440820962,10.47075525269733,58.87543603472053,58.29459722560234,73.90244990670885,61.37170438874016,63.01237121765231,75.87077147724507,38.725845704550984,54.45339498661475,62.993429058165006,73.19668207998701,0,"Charleston, SC",1770
