school,group,Location,year_founded,Latitude,Longitude,n_block_groups,total_pop,PM2.5 [raw]_pct_usa,PM2.5 [EJindex]_pct_usa,Particulate Matter Summary Index_pct_usa,Ozone [raw]_pct_usa,Ozone [EJindex]_pct_usa,Ozone Summary Index_pct_usa,NO2 [raw]_pct_usa,NO2 [EJindex]_pct_usa,Nitrogen Dioxide (NO2) Summary Index_pct_usa,Diesel PM [raw]_pct_usa,Diesel PM [EJindex]_pct_usa,Diesel Particulate Matter Summary Index_pct_usa,Toxic Air [raw]_pct_usa,Toxic Air [EJindex]_pct_usa,Toxic Releases to Air Summary Index_pct_usa,Traffic [raw]_pct_usa,Traffic [EJindex]_pct_usa,Traffic Proximity and Volume Summary Index_pct_usa,Lead Paint [raw]_pct_usa,Lead Paint [EJindex]_pct_usa,Lead Paint Summary Index_pct_usa,Superfund [raw]_pct_usa,Superfund [EJindex]_pct_usa,Superfund Proximity Summary Index_pct_usa,RMP [raw]_pct_usa,RMP [EJindex]_pct_usa,RMP Proximity Summary Index_pct_usa,Hazardous Waste [raw]_pct_usa,Hazardous Waste [EJindex]_pct_usa,Hazardous Waste Proximity Summary Index_pct_usa,UST [raw]_pct_usa,UST [EJindex]_pct_usa,Underground Storage Tanks Summary Index_pct_usa,Wastewater [raw]_pct_usa,Wastewater [EJindex]_pct_usa,Wastewater Discharge Summary Index_pct_usa,Drinking Water [raw]_pct_usa,Drinking Water [EJindex]_pct_usa,Drinking Water Non-Compliance Summary Index_pct_usa,burden_score,state_abbr,region,treat,distance,weights,subclass
Jackson State University,HBCU,Jackson MS,1877,32.2969,-90.2064,41,38560,86.3184,95.0622,91.6749,9.8809,34.7194,15.4465,73.7178,89.4203,83.5297,61.3219,85.9938,78.8838,29.4419,68.4513,47.0041,67.4827,89.2539,83.7617,68.7383,88.9319,80.0702,66.4177,90.8744,84.9533,83.3516,93.4606,88.5029,52.3231,82.5046,73.3254,80.9652,90.0036,84.8387,49.6633,83.3861,71.233,96.2804,95.689,93.2291,75.1117923076923,MS,South,1,0.4608466905864495,1,41
Jarvis Christian College,HBCU,"Hawkins, TX",1912,32.5892,-95.1798,6,9139,60.799,71.0263,76.3889,31.0057,51.7821,45.331,10.2687,22.4906,15.0838,13.0681,27.8773,18.438,78.8716,81.087,85.7433,9.3731,20.9922,13.1615,44.4864,62.0844,58.0644,0,0,0,47.3976,62.9753,62.5493,3.4118,7.5059,4.6059,25.4495,44.4563,37.7979,36.7923,55.6802,52.5768,65.2428,72.0301,72.0299,41.67466923076923,TX,South,1,0.5186366901882963,1,42
Johnson C. Smith University,HBCU,"Charlotte,NC",1867,35.2434,-80.8558,57,64096,46.8109,64.7343,51.5055,30.4391,53.4416,35.5648,75.8038,76.8102,71.0748,71.7186,76.2617,70.5507,89.548,83.8334,77.9604,88.6141,81.6303,78.3597,43.354,54.982,46.8867,0,0,0,80.2001,79.0782,72.4202,78.0825,78.6001,73.2178,95.0301,84.337,78.9205,39.888,60.4829,44.9956,0,0,0,53.95820769230769,NC,South,1,0.4444596623712913,1,43
Kentucky State University,HBCU,"Frankfort, KY",1890,38.2,-84.8565,27,31152,53.7865,54.8256,66.181,46.6157,52.1523,61.348,39.3747,45.6136,52.6339,40.6636,46.5076,54.2255,18.2429,26.4366,25.3002,30.1711,39.0341,42.5967,54.4341,54.1151,60.8069,0,0,0,42.9841,51.8111,56.3032,41.4353,48.2648,55.1578,53.2481,56.7001,63.3704,73.6082,64.6387,79.9544,0,0,0,47.529076923076914,KY,South,1,0.4822717012518826,1,44
Lane College,HBCU,"Jackson, TN",1882,35.6281,-88.8064,28,29554,14.7873,40.2552,26.5152,17.8373,46.807,31.1522,51.098,74.9512,73.736,41.6596,69.8819,66.6908,31.8317,64.7667,54.1262,37.3842,66.5501,62.626,60.7528,80.3399,76.0485,75.6612,89.4461,89.9428,75.9115,86.0867,86.7053,47.6002,74.1611,72.779,66.0668,83.9704,82.6639,55.7506,80.1687,78.2524,0,0,0,61.63371538461537,TN,South,1,0.4690743166498168,1,45
Langston University,HBCU,"Langston, OK",1897,35.9459,-97.2629,3,5000,75,70.154,75.8348,57.47,63.8876,65.302,18.1952,34.5908,23.1268,10.0396,22.2768,10.8128,7.7336,17.158,9.1612,6.9208,13.9684,7.0028,45.4744,58.1732,51.7544,0,0,0,18.6292,24.8156,23.0312,19.2664,35.6252,23.1216,30.388,50.7836,38.3224,65.026,66.7264,69.2856,51.0432,53.2184,54.1364,34.684,OK,South,1,0.4938403704361609,1,46
Lawson State Community College,HBCU,"Birmingham, AL",1949,33.4506233,-86.8891388,35,33725,86.3033,94.0299,91.6024,45.5819,78.9993,68.3153,50.8104,77.8363,70.4289,65.3125,86.4871,82.4913,87.5765,94.6035,91.2278,60.9738,84.2621,79.7803,62.6389,85.0863,75.1655,11.496,16.9023,16.2598,87.2896,92.8936,89.453,62.882,85.6548,81.0014,63.4381,83.926,77.4743,74.3958,90.8358,85.9477,0,0,0,69.93443846153846,AL,South,1,0.5791601393545953,1,47
Lincoln University -Missouri,HBCU,"Jefferson City, MO",1866,38.5638,-92.1695,30,32012,28.6797,35.5943,32.1575,23.7792,31.4627,26.1788,48.8718,48.2352,50.6493,32.9308,39.2676,37.6146,89.4416,67.7237,78.8721,42.8815,45.8189,48.006100000000004,52.4813,49.7274,51.5848,0,0,0,12.3873,14.9683,14.1504,52.2493,51.7485,55.955,57.0529,57.5201,57.7892,34.0669,39.6852,37.1924,0,0,0,37.70386153846154,MO,Midwest,1,0.3254760807916569,1,48
Lincoln University -Pennsylvania,HBCU,"Lincoln University, PA",1854,39.8087,-75.9271,9,14726,31.8461,24.3694,26.2761,47.1656,32.3785,38.1256,29.2828,24.1827,24.9045,41.9974,30.2277,35.4084,64.6707,40.0373,51.3049,22.1246,18.5831,17.288,28.9001,20.7904,23.4172,21.0033,20.4831,21.91,51.798,41.0183,44.3404,12.9009,12.6972,11.4021,21.5755,19.8812,19.4715,27.3614,21.1792,22.0351,0,0,0,25.837215384615384,PA,Northeast,1,0.6489301877149874,1,49
Medgar Evers College,HBCU,"Brooklyn, NY",1970,40.6657,-73.9555,593,757119,43.3749,62.3618,44.3991,70.1384,78.2089,66.8158,96.8068,83.8966,77.8968,98.2573,84.946,79.6874,43.0421,63.9609,44.6694,89.6533,82.3968,76.2495,86.3272,82.4309,71.0993,91.8814,86.7636,80.408,7.0276,8.7322,6.7921,94.3228,84.0818,77.9855,92.3226,84.0951,75.2942,80.0961,81.3081,70.8383,93.0239,91.6167,85.2213,65.95051538461539,NY,Northeast,1,0.7992558194986437,1,50
Miles College,HBCU,"Fairfield, AL",1898,33.481,-86.9089,47,43081,86.0907,94.5482,92.1658,46.3372,80.2163,69.549,58.3159,82.9088,76.5339,66.9328,87.913,83.8584,88.1509,95.2341,92.0143,62.6685,85.76,81.131,75.1556,91.3027,84.8105,23.105,34.746,32.8621,85.2864,93.1102,89.4868,63.9157,86.9475,82.1508,72.5917,88.0439,82.9176,79.973,93.2957,89.5077,0,0,0,73.61445384615386,AL,South,1,0.49549386542548574,1,51
Mississippi Valley State University,HBCU,"Itta Bena, MS",1950,33.5127,-90.3417,3,3908,65,93.1561,84.4263,14,48.4214,22.161,33.803,68.48,52.0576,15.4117,49.2449,25.2546,20.7298,60.5113,33.521,10.7346,38.9951,16.6302,38.6546,79.8058,56.8818,0,0,0,43.5463,80.7492,64.8682,0,0,0,54.7551,85.3961,71.76,19.1093,57.2702,31.0097,0,0,0,35.274646153846156,MS,South,1,0.5807715242190981,1,52
Morehouse College,HBCU,"Atlanta, GA",1867,33.7473,-84.4155,92,93631,82.8688,92.4377,88.346,36.6745,72.1329,55.5007,79.8024,89.046,84.6264,86.626,92.3966,89.318,45.9465,79.4438,65.2437,92.0284,93.2702,90.6339,51.8957,67.6751,60.5754,79.205,92.0767,87.7896,91.7583,93.1558,88.9221,69.2482,87.6201,82.3511,76.7193,86.9224,81.0775,72.8056,89.7314,82.3597,0,0,0,73.59569999999998,GA,South,1,0.4444596623712913,1,53
Morgan State University,HBCU,"Baltimore, MD",1867,39.3438,-76.5844,141,143083,18.362,40.6772,24.0633,61.7773,78.3515,70.5254,73.3447,79.6394,74.8432,73.6935,80.8213,76.91,49.3058,72.2093,59.0518,78.5355,82.351,79.2228,88.8577,86.2939,80.764,76.5855,85.6497,81.263,87.8488,85.2037,80.7583,88.7986,85.8096,83.137,53.3461,64.6485,56.959,80.5868,82.0832,75.6898,0,0,0,64.86058461538462,MD,Northeast,1,0.6682612975778888,1,54
Morris College,HBCU,"Sumter, SC",1908,33.938,-80.347,21,24775,26.9786,54.9246,40.9443,5.6261,17.0425,8.0232,30.8503,56.8836,47.3541,40.9727,66.3708,60.4647,43.5962,71.4009,62.8061,39.806,65.1809,59.5497,55.9611,76.0136,69.146,0,0,0,67.5797,80.7961,78.7466,56.2522,75.9961,74.091,81.1004,83.6901,82.5498,68.5949,77.9407,74.7814,0,0,0,50.65053076923077,SC,South,1,0.512028268473088,1,55
Norfolk State University,HBCU,"Norfolk, VA",1935,36.8479,-76.2621,69,83338,12.71,32.6523,19.1576,18.012,42.5513,25.7819,73.5258,80.8127,78.6384,78.2583,83.543,82.5904,63.7826,80.1481,73.746,79.8952,83.927,83.3098,62.4819,75.8296,69.6978,93.1898,90.0507,89.1911,57.0637,73.8776,67.762,75.305,82.5349,80.8939,66.3801,74.1602,69.8987,57.9649,77.285,70.783,0,0,0,62.41927692307692,VA,South,1,0.5564385262745191,1,56
North Carolina A&T State University,HBCU,"Greensboro, NC",1891,36.077,-79.7718,48,69104,24.3718,55.1358,36.0498,23.7954,56.0247,35.2583,51.5501,73.9041,65.065,53.131,77.1061,69.215,89.1688,90.7349,86.5565,72.7204,85.571,81.046,63.8758,81.6203,71.1636,0,0,0,50.8415,76.868,65.8721,69.273,84.4936,78.9121,84.2198,88.3032,82.8105,65.5419,78.5467,72.3083,2.691,3.3456,2.9092,57.474338461538466,NC,South,1,0.4839234945862877,1,57
North Carolina Central University,HBCU,"Durham, NC",1909,35.9739,-78.8989,43,61772,24.8165,51.351,34.4616,12.7223,33.6655,17.072,40.0051,62.8386,51.8034,49.987,71.6957,63.5608,46.4111,72.0766,59.342,71.0647,81.372,77.2898,53.0456,69.8047,59.1672,2.4388,3.1598,2.5902,61.044,77.2733,68.8099,67.4386,80.0902,74.8413,84.8084,85.4737,80.4476,56.3253,76.9263,67.4494,0,0,0,50.525784615384616,NC,South,1,0.513680858563404,1,58
Oakwood University,HBCU,"Huntsville, AL",1896,34.7524,-86.6559,29,37534,44.3127,66.2171,55.43,18.3655,41.5143,23.8043,62.2915,73.1998,68.907,49.1483,68.0471,61.5543,99,88.1241,88.4679,64.2585,75.6059,73.2223,32.6469,53.6463,41.3342,72.8236,84.3316,81.0689,4.8695,8.6742,6.6958,43.8908,65.3522,56.9906,58.0868,68.4982,62.9519,41.9242,65.4146,53.7982,77.9615,91.4688,87.0631,58.56065384615385,AL,South,1,0.49218701018197464,1,59
Paul Quinn College,HBCU,"Dallas, TX",1872,32.6788,-96.7545,21,43278,68.5416,93.4414,93.2206,67.3725,93.3789,93.2342,56.8321,86.5018,85.2026,59.7468,88.6365,88.4451,38.0282,79.7642,71.1367,63.0494,90.1999,90.032,52.8376,84.6248,77.7404,80.7949,95.7472,95.2762,83.1267,95.7012,95.1853,53.6529,85.861,84.8688,53.7934,81.8352,78.8419,41.5848,80.6916,74.5433,8.1958,10.2579,10.1868,79.83953076923078,TX,South,1,0.45264034366649775,1,60
Prairie View A&M University,HBCU,"Prairie View, TX",1876,30.0955,-95.9907,5,14228,76.4553,82.4035,59.9412,63.6487,78.6978,53.2504,36.0618,58.087,32.6829,26.0637,49.8206,23.8235,54.695,74.6004,46.4824,18.4455,39.9129,16.4976,18.3862,34.876,20.2599,10.0011,13.0372,10.5369,0,0,0,31.8975,55.3508,31.3187,30.1422,47.9833,33.4332,30.4195,53.6501,29.913,17.2004,16.853,15.9843,28.778769230769228,TX,South,1,0.45920357778039417,1,61
Saint Augustine's University,HBCU,"Raleigh, NC",1867,35.7877,-78.6189,52,79699,28.0008,45.4582,32.3382,16.8333,33.1164,18.8981,70.9426,69.7242,68.1078,60.2166,66.1915,63.3595,49.2362,62.5971,53.6982,80.3465,73.752,74.6627,53.0194,58.1931,50.2331,53.688,64.4259,60.1518,43.9176,61.232,51.8626,50.4117,61.7036,55.3277,80.8382,73.8042,71.2229,38.0118,54.7982,43.4252,0,0,0,49.48367692307692,NC,South,1,0.4444596623712913,1,62
Savannah State University,HBCU,"Savannah, GA",1890,32.0242,-81.0626,42,42851,68.2285,71.4458,75.63,10.7143,22.6371,13.3354,33.0567,48.7497,44.4209,48.6397,61.0453,61.9414,50.8581,64.5707,62.8775,48.1761,60.2962,61.4958,66.7091,69.9787,69.6024,0,0,0,61.2226,69.199700000000007,69.156,44.4291,59.1357,57.6869,67.6352,72.1348,72.5984,34.7121,52.3593,45.3107,72.9664,78.6684,77.9747,54.77154615384615,GA,South,1,0.4822717012518826,1,63
Shaw University,HBCU,"Raleigh, NC",1865,35.771,-78.6379,51,76490,27.8318,46.315,32.6115,16.8101,33.8829,19.1254,69.36,69.9142,66.5576,58.1167,66.528,61.973,46.8624,62.552,52.0089,79.4051,75.0684,74.3974,47.494,56.4505,47.7037,59.2571,72.256,67.5715,40.0914,59.479,49.0291,53.2227,64.4503,58.1064,80.7652,73.9881,71.123,44.3942,59.6764,49.4241,0,0,0,49.97166153846153,NC,South,1,0.4411955484666382,1,64
Shelton State Community College,HBCU,"Tuscaloosa, AL",1979,33.1206,-87.5615,11,20898,71.5228,68.0373,63.737,6.0876,10.9206,5.2201,12.7404,22.6669,11.8168,32.0067,43.5146,31.244,86.3912,75.4009,73.2725,46.1319,53.254,45.5167,7.0234,9.6369,8.2384,0,0,0,53.5697,59.812,51.0112,24.1112,35.4665,23.1414,38.0402,45.6639,36.6458,55.5973,61.0975,52.4009,0,0,0,30.941907692307687,AL,South,1,0.6266258869214003,1,65
South Carolina State University,HBCU,"Orangeburg, SC",1896,33.4982,-80.8493,28,27051,34.2411,67.4841,49.2213,2.6018,9.384,3.3449,26.1783,56.3583,39.4571,33.4099,65.5855,50.3521,68.3932,87.6325,79.4125,33.1398,64.9411,49.8483,45.0753,67.7457,55.5708,0,0,0,75.7636,88.1291,81.6417,30.8832,63.7256,46.7278,70.7077,84.5265,76.1791,28.8069,62.7381,42.4585,0,0,0,44.170315384615385,SC,South,1,0.49218701018197464,1,66
Southern University and A&M College,HBCU,"Baton Rouge, LA",1880,30.5265,-91.1929,19,21135,60.9225,88.5588,87.1394,63.3797,90.3337,89.3116,55.9675,82.6602,79.2884,71.3356,90.6425,90.0006,98.506,97.1655,97.0147,37.7644,72.8317,66.9055,54.8155,83.1873,76.4436,84.8495,95.535,95.3201,98.5881,96.3031,96.3776,86.7304,94.8674,95.2186,54.6105,84.6133,79.1612,89.6659,95.9455,96.173,12.7842,14.3125,14.7379,81.77632307692309,LA,South,1,0.4657809954892272,1,67
Southern University at New Orleans,HBCU,"New Orleans, LA",1956,30.0259,-90.0449,51,44211,59.7189,83.5809,71.7537,44.6515,76.7518,60.022,62.8371,82.7535,73.1828,80.5075,89.71,83.5352,89.4548,93.564,86.9921,61.6488,82.786,73.59,65.3191,82.804,69.9164,78.7707,91.2476,84.7832,63.8044,83.794,72.7245,72.0518,87.6019,79.9286,66.2818,83.1932,72.5492,45.3697,76.0556,59.0943,84.9983,95.0801,89.437,75.193,LA,South,1,0.5904025646931425,1,68
Southern University at Shreveport,HBCU,"Shreveport, LA",1967,32.5458,-93.8325,11,11444,77.745,89.1447,91.4297,19.2869,50.8721,33.3547,19.7084,48.835,36.161,42.3804,70.3459,64.7385,69.2517,87.0548,86.2844,28.6426,60.4354,51.0507,46.3786,75.2885,67.1967,36.7516,54.585,53.1603,27.4246,58.1871,48.2195,39.1756,70.1687,64.571,52.1456,75.3634,70.9926,92.8002,90.1757,91.4393,91.2123,96.6661,96.2494,65.75752307692309,LA,South,1,0.6078757927931666,1,69
Spelman College,HBCU,"Atlanta, GA",1881,33.7452,-84.4114,89,89685,82.7498,91.3663,87.0731,36.9459,71.0852,54.9189,81.3533,88.8416,84.5858,87.4931,91.6401,88.5883,45.6312,77.9523,63.9005,92.5451,92.4875,89.8616,53.0886,69.4327,60.9666,78.6629,91.1672,86.7475,91.2489,92.107,87.649,68.7322,86.3766,80.9755,79.8615,87.9794,82.3903,74.591,89.3591,82.5791,0,0,0,73.09509230769231,GA,South,1,0.4674273012815191,1,70
St. Philips College,HBCU,"San Antonio, TX",1898,29.3812,-98.5502,57,71509,69.8992,92.8196,93.012,77.181,95.1811,95.2506,86.2175,95.1269,95.2373,62.7659,88.7868,89.2212,26.5804,66.5623,54.0037,67.3337,90.4621,91.1544,71.1804,91.1159,88.4253,80.3307,95.4038,95.2752,74.4316,92.1537,92.0598,67.4959,90.9796,91.4836,70.989,91.5462,90.5417,66.5128,91.8396,91.0391,0,0,0,82.05414615384615,TX,South,1,0.49549386542548574,1,71
Stillman College,HBCU,"Tuscaloosa, AL",1976,33.1983,-87.5859,30,32350,74.0583,88.7091,84.561,8.3459,26.5171,11.6874,50.7585,73.8922,65.2951,53.8449,77.7998,70.3979,83.2429,91.7104,87.7987,69.148,85.3567,81.5863,49.3003,74.2629,62.2369,0,0,0,77.5063,88.1853,83.6165,53.177,78.5327,71.4903,66.4579,84.5703,76.8764,61.2371,84.4691,76.9217,16.1743,18.7364,18.1333,60.8155,AL,South,1,0.6219714746762921,1,72
Tennessee State University,HBCU,"Nashville, TN",1912,36.1684,-86.8259,48,64544,50.7948,63.7478,63.457,38.4478,57.0821,52.3282,83.5312,75.9718,82.1002,85.813,77.693,84.3832,55.3155,67.1165,66.699700000000007,77.1987,74.4916,80.9644,47.6301,55.7003,53.3368,0,0,0,86.6099,78.4908,82.9614,83.9753,77.1803,83.6925,65.8793,71.2983,72.0931,24.3703,43.171,33.7841,0,0,0,58.1385076923077,TN,South,1,0.5186366901882963,1,73
Texas Southern University,HBCU,"Houston, TX",1927,29.7214,-95.3593,83,99888,89.0803,84.851,75.6183,70.3406,80.0294,67.9754,97.828,85.5659,78.3577,84.9122,82.8063,74.7938,97.4629,88.1313,78.6232,88.6514,83.7305,76.3081,55.1436,65.2008,54.4249,85.7817,86.4943,79.6061,91.2499,84.5284,75.3404,84.0021,82.5435,73.8937,78.4762,80.8236,69.4873,52.4801,70.8346,54.6764,0,0,0,66.08502307692308,TX,South,1,0.5433415497341059,1,74
Trenholm State Community College,HBCU,"Montgomery, AL",1966,32.3503,-86.343,33,23212,78.62,90.6153,93.4549,3.3183,12.3499,6.1985,49.3925,74.7326,74.5511,54.5084,78.8565,79.1973,60.1613,85.4295,85.895,64.7496,84.5098,86.8652,64.0954,82.91,80.547,69.0764,89.6737,90.9482,86.9452,91.4145,93.5281,37.375,70.0997,69.0227,65.9521,82.6193,83.1138,55.7048,82.8141,83.3813,4.3484,5.0536,5.2886,71.69166923076922,AL,South,1,0.6062979649840002,1,75
Tuskegee University,HBCU,"Tuskegee, AL",1881,32.4308,-85.7073,12,11210,62.247,86.4599,78.5372,2.785,9.7866,3.8784,14.4492,40.9974,22.8624,16.9129,45.347,25.5054,10.5814,32.0035,16.0268,16.4056,44.9973,25.2469,42.7999,75.0779,57.4372,0,0,0,8.3042,14.3021,10.4758,4.5147,10.1955,5.7135,56.8746,81.9158,70.6718,30.4848,61.7434,42.3568,76.2127,86.2171,83.0886,33.984676923076925,AL,South,1,0.4674273012815191,1,76
University of Arkansas at Pine Bluff,HBCU,"Pine Bluff, AR",1873,34.2474,-92.0217,15,12647,54.9406,78.8514,78.9719,23.1455,53.8432,39.9788,24.8981,51.5862,43.5597,25.4688,55.4514,46.4263,60.7218,81.245,80.9099,31.1947,60.4019,54.313,51.2347,72.0791,66.5134,0,0,0,12.5529,26.0528,22.8926,40.5277,68.2541,64.9152,51.2744,75.413,70.6511,88.5848,90.4133,93.5927,0,0,0,50.97881538461539,AR,South,1,0.45427969942870366,1,77
University of Maryland Eastern Shore,HBCU,"Princess Anne, MD",1886,38.21,-75.68,6,10246,6.6805,20.4028,9.724,20.5977,47.4416,28.8792,4.7841,16.8201,7.4018,15.1163,38.5662,22.0547,22.6632,49.8389,32.474,15.3094,38.2805,22.5454,38.163,63.0169,49.6904,0,0,0,13.3968,24.7916,18.552,17.2328,41.69,25.6777,42.1814,68.8979,56.396,19.4926,44.7748,27.0963,0,0,0,23.114730769230768,MD,Northeast,1,0.6955109594258095,1,78
University of the District of Columbia,HBCU,"Washington, DC",1851,38.9447,-77.0656,129,162585,19.6759,23.7715,14.1789,46.8307,45.0074,32.3881,66.2844,53.2011,45.4665,86.8827,61.5209,56.1297,24.2558,27.2548,17.4918,86.3599,60.6867,55.7346,81.1365,59.2303,49.7183,45.2782,49.4449,45.1939,12.734,18.9061,14.6452,96.0503,64.413,59.7951,64.2789,50.4327,42.6966,88.529,63.0275,55.2975,0,0,0,37.595092307692305,DC,Northeast,1,0.64439603107774035,1,79
Virginia State University,HBCU,"Virginia state university, VA",1882,37.2384,-77.4198,35,38694,15.6356,36.9326,24.7684,10,26.5105,14.6755,43.6492,63.3091,59.7415,55.0338,71.6773,70.345,92.2046,88.8096,90.8721,55.9653,72.7938,73.4259,63.6781,77.6946,73.9459,0.4187,0.4536,0.4675,58.2187,75.0156,73.118,59.0218,75.2621,76.3234,57.1402,67.9713,66.893,42.6916,67.2293,60.9826,0,0,0,52.73529230769231,VA,South,1,0.4690743166498168,1,80
Virginia Union University,HBCU,"Richmond, VA",1899,37.5626,-77.4514,85,95532,23.9925,43.7716,30.7494,8.867,21.1316,10.5663,77.0164,74.9444,75.7675,75.5319,75.1428,76.1684,95.244,82.3308,83.7318,80.5741,76.7442,78.6728,78.7176,76.8368,73.7295,41.872,51.041,48.7403,61.8107,71.3565,66.6155,73.2904,74.7117,74.8105,65.6883,66.8363,64.1541,34.4231,54.5173,42.5006,0,0,0,55.86205384615385,VA,South,1,0.49714745898851465,1,81
West Virginia State University,HBCU,"Institute, WV",1891,38.379,-81.7666,19,18054,28.7633,41.7622,40.1419,24.8194,38.4176,35.38,37.1723,47.2267,50.8362,52.9113,58.7073,67.0281,98.0923,81.1818,91.7716,41.3254,51.7842,58.1707,74.0447,71.1808,79.4115,42.8261,48.365,52.2397,94.4477,77.573,89.0394,70.8699,68.3439,81.496,58.578,62.4853,67.9639,92.8339,78.5163,90.5143,98.8809,88.7361,93.731,69.05571538461538,WV,South,1,0.4839234945862877,1,82
Wilberforce University,HBCU,"Wilberforce, OH",1856,39.7104,-83.8794,9,13194,61.5894,50.0001,62.8261,62.5388,51.8439,65.4549,49.9845,44.2962,54.0661,33.1842,34.4206,38.3172,70.0915,54.8481,69.1231,20.7744,23.9119,23.5603,62.0995,50.4695,60.4967,2.1774,2.3718,2.7217,54.1013,49.9814,56.9416,37.9331,38.5401,43.8531,35.7762,41.3975,41.2434,49.8205,44.3031,53.348,19.1501,18.9046,18.6591,45.431638461538455,OH,Midwest,1,0.31112489799977894,1,83
Wiley College,HBCU,"Marshall, TX",1873,32.5385,-94.3752,24,22356,70.8202,84.5495,85.923,26.6855,56.6819,42.7016,20.0347,44.8795,32.5015,32.0882,59.6693,51.3443,79.5003,88.6663,89.0462,28.5883,56.0226,46.7841,60.1772,80.1694,75.6014,0,0,0,57.8442,77.5494,74.9435,19.8574,46.5089,32.6661,57.467,75.5,71.7473,20.3494,43.3896,31.775,91.2411,94.2776,94.2193,56.09640769230769,TX,South,1,0.45427969942870366,1,84
Winston-Salem State University,HBCU,"Winston-Salem, NC",1892,36.0898,-80.225,45,56019,42.7209,73.3799,63.6588,30.0049,64.305,48.538,65.1915,82.096,78.6716,56.5411,80.2693,76.6814,97.8328,94.0439,93.3548,63.642,83.242,81.1316,64.4675,83.3868,75.8893,0,0,0,52.6573,77.5395,69.8954,66.5094,85.0821,82.8355,85.4401,89.2617,87.5026,75.0966,89.1224,86.6739,0,0,0,64.98714615384617,NC,South,1,0.4855756392663875,1,85
Xavier University of Louisiana,HBCU,"New Orleans, LA",1925,29.9632,-90.1062,130,107821,60.461,73.0086,67.7541,44.0615,65.3701,55.4476,83.9903,79.7776,79.1887,85.637,81.3785,81.6314,90.7897,84.7949,83.3444,69.3335,75.3982,73.919,81.4763,79.5822,76.1875,66.0743,80.9874,76.9677,87.97,82.4147,80.6965,84.9513,81.3553,81.185,71.8714,75.8324,71.3525,39.2357,61.0197,49.5624,83.805,89.8775,86.3379,74.12113076923077,LA,South,1,0.5400571966374318,1,86
University of Alabama,PWI,"Tuscaloosa, AL",1831,33.2148,-87.5406,42,54452,74.9726,78.4062,77.6906,9.7862,24.1885,11.7789,50.4231,65.8823,60.5224,55.9747,69.337,65.8623,85.7351,81.9443,82.2681,72.1988,76.3687,76.4435,39.9592,59.1041,47.4226,0,0,0,66.9981,75.8223,71.754,53.223,68.1067,63.4106,67.4397,75.7159,70.2479,63.6599,74.5511,70.7402,14.3951,16.2974,15.9349,54.92892307692307,AL,South,0,0.386698223681003,1,8
Auburn University,PWI,"Auburn, AL",1856,32.6099,-85.4808,35,48097,70.6931,72.123,68.3863,5.1526,11.6896,5.091,29.9696,46.704,34.2543,30.0636,47.3292,33.6323,16.6601,31.6262,18.4012,55.6737,64.0458,58.7736,21.6695,30.9803,21.4405,0,0,0,26.1932,40.8854,30.8462,30.4497,48.4615,34.9266,55.2734,59.6868,53.2147,30.5969,48.3222,33.4541,85,88.7477,84.4856,36.68510769230769,AL,South,0,0.4265737545899598,1,41
Jacksonville State University,PWI,"Jacksonville, AL",1883,33.8226,-85.7621,14,18335,52.7308,61.3549,67.8551,6.9269,14.1043,9.1222,17.9744,32.7922,27.4879,21.6741,37.2874,32.5404,71.1791,71.8641,81.0883,28.7366,43.9541,42.9296,34.1534,41.8069,42.852,0,0,0,0,0,0,17.1724,31.4265,25.92,51.0958,57.9582,60.9611,37.4812,51.3864,52.0206,0,0,0,34.059784615384615,AL,South,0,0.4707220059979401,1,44
Troy University,PWI,"Troy, AL",1887,31.7902,-85.9629,16,18127,56.9842,70.4842,66.3282,5.1994,12.9248,6.183,17.9398,34.8744,23.474,13.5308,29.2032,16.7474,91.9415,84.618,86.6779,25.4468,46.0015,33.3658,38.9994,51.4173,43.0367,0,0,0,75.4418,78.0478,77.2728,48.0756,64.676,59.6294,57.2848,64.1677,61.2298,90.1833,84.0995,85.8749,0,0,0,43.06306923076924,AL,South,0,0.47731878927721233,1,19
University of South Alabama,PWI,"Mobile, AL",1963,30.6936,-88.0472,30,23394,87,86.8613,90.2358,20.3527,46.5572,30.9969,51.0242,70.6018,68.3667,79.5877,83.9446,87.0771,71.9617,83.4101,83.1564,69.8243,80.5775,82.9126,70.0929,79.4013,76.335,0,0,0,78.3781,83.7393,84.6823,71.0911,81.2236,83.1633,74.7716,81.059,81.1046,85.098,86.8627,88.9636,90.9222,93.2431,92.892,73.06817692307693,AL,South,0,0.6015512791364068,1,79
University of Montevallo,PWI,"Montevallo, AL",1896,33.1012,-86.863,8,11174,75.9288,70.9159,84.4042,21.581,34.5953,30.7308,12.9934,22.2336,18.9053,23.5591,37.187,35.0966,66.0352,68.3775,78.9195,20.2735,32.8781,29.6724,41.9349,53.1569,55.3488,0,0,0,22.3544,32.0503,32.879,27.7709,42.3574,41.9117,48.1069,58.7961,62.5656,57.1305,60.6581,67.5775,90.5192,87.581,92.2237,48.479623076923076,AL,South,0,0.49218701018197464,1,71
